persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_014,Big Five - Extraversion,psychographic,Average,Average,1,0.6,"Engages in public-facing blogging, which suggests some extraversion, but the core profession and other interests (reading medical journals) do not strongly indicate a need for high social stimulation.",FALSE,,
persona_014,Big Five - Agreeableness,psychographic,High,Extremely Low,0.455,0.85,"Chose a caring profession (nursing) and shows interest in social justice (learningforjustice.org) and wellness for others (healthywomen.org), indicating high empathy and agreeableness.",FALSE,,
persona_014,Big Five - Neuroticism,psychographic,Low,Average,0,0.7,"The browsing history reflects a proactive, problem-solving approach (learning, building, researching) rather than anxiety-driven searches (e.g., symptom checking), suggesting emotional stability.",FALSE,,
persona_015,age,demographic,68,66,0.933,0.9,"Browsed sites for retirement communities (55places.com), senior living (exploregoldenyears.com, ageful.com), and reverse mortgages (longbridge-financial.com), which are for homeowners 62+.",FALSE,,
persona_015,sex,demographic,Female,Male,0,0.6,"Browsed blogs like 'a-mum-in-progress.kit.com' and 'goodhousekeeping.com', and a career in social work is female-dominated. Evidence is indirect.",FALSE,,
persona_015,race,demographic,White alone,White alone,1,0.4,"Inferred residence in Amherst, MA (amherstma.gov), which is predominantly white. No other racial or ethnic indicators are present. This is a low-confidence demographic assumption.",FALSE,,
persona_015,ancestry,demographic,American,French,0,0.2,"No specific ancestry is indicated. ""American"" is used as a placeholder given the strong US focus, but this is a very weak inference.",FALSE,,
persona_015,religion,demographic,Religiously unaffiliated,Protestant,0.578,0.5,"Extensive browsing history shows no visits to religious or spiritual websites, suggesting religion is not a significant part of their life.",FALSE,,
persona_015,place of birth,demographic,Massachusetts/MA,Louisiana/LA,0,0.3,"Strong evidence for current residence in Amherst, MA (amherstma.gov). Inferring place of birth in the same state is a plausible but unproven assumption.",FALSE,,
persona_015,citizenship,demographic,Born in the United States,Born in the United States,1,0.9,"Visited multiple US government websites (healthcare.gov, energy.gov, cms.gov, dap.digitalgov.gov) and local government sites (amherstma.gov), indicating US residency and civic life integration.",FALSE,,
persona_015,education,demographic,Master’s degree,Bachelor's degree,0.819,0.9,"Browsed social work licensing sites (socialworklicensemap.com), academic journals (academic.oup.com, frontiersin.org), and university continuing education (professional.dce.harvard.edu).",FALSE,,
persona_015,industry category,occupational,Health Care and Social Assistance,Education,0.314,0.9,Inferred from past profession based on visits to socialworklicensemap.com and socialwelfareactionalliance.org.,FALSE,,
persona_015,occupation category,occupational,Social Worker,Social Worker,1,0.95,Direct evidence from browsing socialworklicensemap.com and sites for social welfare advocacy (socialwelfareactionalliance.org).,FALSE,,
persona_015,class of worker,occupational,"Employee of a private not-for-profit, tax-exempt, or charitable organization",Private,0.181,0.6,"A career in social work, combined with interest in advocacy groups (socialwelfareactionalliance.org), makes non-profit or government work more likely than private for-profit.",FALSE,,
persona_015,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.8,"No visits to military, veteran affairs, or related websites were observed in the extensive browsing history.",FALSE,,
persona_015,marital status,demographic,Married,Divorced,0,0.6,Researching 55+ communities is an activity often undertaken by couples planning retirement together.,FALSE,,
persona_015,household language,demographic,English only,Other Indo-European languages,0.304,0.95,"All browsed domains are in English, with no indication of interest in other languages or multilingual content.",FALSE,,
persona_015,family presence and age,demographic,No related children under 18,No family,0.553,0.9,The user's inferred age and focus on retirement living make the presence of minor children in the household extremely unlikely.,FALSE,,
persona_015,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.99,"Directly visited healthcare.gov and cms.gov (Centers for Medicare & Medicaid Services), indicating active engagement with the US health insurance system.",FALSE,,
persona_015,disability,demographic,nan,None,0.305,0.5,"No sites related to specific disabilities, mobility aids, or disability benefits were visited. This is an absence of evidence, not definitive proof.",FALSE,,
persona_015,ideology,psychographic,Progressive,Liberal,0,0.95,"Strong interest in social welfare (socialwelfareactionalliance.org), global policy (globalpolicywatch.org), climate change (climatecosmos.com, cleantechnica.com), and left-leaning news (politico, nyt.com).",FALSE,,
persona_015,political views,psychographic,Democrat,Democrat,1,0.8,"The progressive ideology inferred from social welfare, climate, and news sites aligns strongly with the platform of the Democratic Party in the U.S.",FALSE,,
persona_015,personal time,behavioral,"Collecting and listening to vinyl records, reading, and volunteering.",Spends free time listening to his vinyl collection or reading,0.46,0.9,"Numerous domains relate to vinyl records (rarevinyl.com, recordraid.com), books (hemibooks.com, openlibrary.org), and civic engagement (volunteermatch.org).",FALSE,,
persona_015,mannerisms,behavioral,Thoughtful and empathetic; speaks in a considered manner.,Often hums or taps his fingers to a rhythm,0.092,0.6,"Inferred from a background in social work, which requires active listening and empathy, and an interest in complex academic and policy topics.",FALSE,,
persona_015,detailed job description,occupational,"Formerly a licensed clinical social worker who provided counseling, support, and resources to individuals and families, while advocating for social and economic justice.","Worked with individuals, families, groups, communities and organizations in a variety of social work and case management settings",0.739,0.85,"Synthesizes evidence from social work licensing (socialworklicensemap.com), advocacy (socialwelfareactionalliance.org), and retirement status.",FALSE,,
persona_015,Big Five - Agreeableness,psychographic,High,Average,0,0.9,"A past career in social work (socialworklicensemap.com), interest in social welfare (socialwelfareactionalliance.org), and volunteering (volunteermatch.org) all point to high levels of empathy and compassion.",FALSE,,
persona_015,Big Five - Conscientiousness,psychographic,High,High,1,0.8,"Demonstrates methodical and detailed research into multiple complex topics, including retirement finances (kiplinger), healthcare (cms.gov), and hobbies (recordplayerpro.com).",FALSE,,
persona_015,Big Five - Extraversion,psychographic,Average,Extremely Low,0.409,0.5,"Hobbies like reading and listening to music are solitary, but interest in record shows (recordraid.com) and a career in social work suggest comfort in social situations.",FALSE,,
persona_015,Big Five - Neuroticism,psychographic,Average,Low,0,0.6,"Browsing for mental health (verywellmind.com) and debt consolidation (americor.com) shows some stress, but this is typical for financial and life-stage planning. No signs of excessive anxiety.",FALSE,,
persona_015,Big Five - Openness,psychographic,High,High,1,0.95,"Exhibits strong intellectual curiosity (harvard.edu, academic.oup.com), aesthetic appreciation (vinyl collecting, music sites), and engagement with new ideas (cleantechnica.com, globalpolicywatch.org).",FALSE,,
persona_016,sex,demographic,Female,Female,1,0.6,"Inference based on a combination of longer female life expectancy (aligning with senior sites), and visits to sites like tasteofhome.com, which have a predominantly female audience.",FALSE,,
persona_016,ancestry,demographic,Irish,Irish,1,0.9,Directly indicated by browsing pennmaririshfestival.com.,FALSE,,
persona_016,religion,demographic,Religiously unaffiliated,Catholic,0.577,0.4,"Despite interest in a cultural festival with religious roots (Irish), there are no visits to any religious or church-related websites, suggesting a secular viewpoint.",FALSE,,
